0.74094,0.65179,0.8252
0.36747,0.99267,0.19079
0.38567,0.59164,0.3478
0.33857,1.0401,0.96645
0.80717,0.95049,0.88173
0.83868,0.67177,0.6936
1.1725,0.8516,1.1427
1.2228,0.96482,0.67311
1.0847,0.51631,0.94139
0.91265,0.75408,1.2584
1.2046,0.36395,0.61805
0.85054,0.94299,1.0565
0.80974,0.3635,1.0983
0.60676,0.98487,0.54619
1.1321,0.56853,0.94255
0.98216,0.89312,0.44841
0.40487,0.8798,1.0833
1.0655,1.1229,1.081
1.3796,1.1146,0.55846
0.93463,1.1619,1.329
1.0518,0.88825,0.61688
1.1718,0.78689,1.0024
0.53202,1.0161,0.50366
0.66202,1.338,1.2941
1.3679,1.4043,1.085
1.2856,1.126,0.9058
1.4486,1.0271,1.1539
0.81983,1.0571,0.88596
1.3864,0.69015,1.5291
1.3562,0.67675,1.2446
1.3781,1.1432,0.74452
0.99223,1.1637,1.3863
1.1063,1.21,0.86817
1.4881,0.63806,1.0975
1.1808,0.64655,1.208
0.59848,1.1955,0.59636
0.87234,1.0083,1.3754
0.74574,1.0471,0.82067
1.3251,0.69585,0.82042
0.66601,1.0322,1.4193
1.0692,0.74536,0.90236
1.3207,1.6374,1.4711
1.1998,1.354,1.6453
0.83368,1.1212,1.0511
0.74887,0.78382,1.563
0.85759,1.4216,1.2017
1.047,1.6435,0.76048
1.6167,1.5523,1.1041
1.3895,1.5726,0.71172
0.86634,0.87366,1.6015
1.4806,0.99484,1.0821
1.1273,1.5654,0.72599
1.4297,1.1837,1.2223
1.0601,1.7252,1.1714
1.2859,1.0159,1.5873
1.7381,1.0998,1.2425
1.4155,1.4883,0.86053
1.6439,1.3016,1.5464
1.1198,1.333,1.6964
1.2021,0.84197,1.624
1.5076,0.85784,0.9296
1.7756,0.97854,0.86233
1.264,1.6842,1.4157
1.1253,1.4672,0.89068
1.4053,1.4073,0.83343
1.5794,0.85788,1.1298
1.1981,1.3202,1.4575
1.0224,1.1195,1.4028
1.2113,1.0652,1.4968
0.89569,1.6067,1.6234
1.269,1.7292,1.2169
1.5323,0.89568,0.92191
1.3551,1.4052,1.2827
1.5713,1.0057,1.6399
1.1614,1.8496,1.1651
1.572,1.3922,1.6001
1.787,1.4083,0.97198
1.5833,1.59,1.0503
1.0163,1.7019,1.8083
1.5543,1.7629,1.6772
1.27,1.5161,1.6733
1.4024,0.91061,1.7773
1.3045,1.1278,1.8153
1.8715,0.96366,1.8414
1.0322,1.431,1.3205
1.4832,1.8148,1.2111
1.3946,1.507,1.6961
1.0917,1.5608,1.8766
1.4633,1.0824,1.2175
1.2631,1.692,1.3145
1.73,1.2293,1.2219
1.0169,1.8227,1.4275
1.5815,1.7613,1.9197
1.6014,1.4527,1.0661
1.0506,1.9431,1.5102
1.821,1.5018,1.2822
1.8417,1.1974,1.1314
1.7436,1.1815,1.4075
1.9277,1.0076,1.3142
1.6426,1.3393,1.5514
1.996,1.8353,1.1844
1.7412,1.2797,1.2199
1.0674,1.6675,1.5752
1.0242,1.1847,1.9235
1.8507,1.3144,1.7197
1.3597,1.3953,1.9102
1.2985,1.6785,1.7728
1.1427,1.6022,1.4791
1.2209,1.5515,1.1578
1.4278,1.1044,1.9833
1.8859,1.8266,1.6453
1.8153,1.0836,1.3846
2.0455,1.7387,1.3513
1.774,1.9558,1.5671
1.4126,1.4387,1.9125
1.61,1.696,2.018
1.8212,1.7697,1.9253
2.0111,1.8666,1.6257
1.2147,1.7187,1.6071
1.3119,1.7812,1.6171
1.4235,1.8981,1.7205
1.4381,1.4758,1.3788
1.9718,1.1524,1.6264
1.7848,1.2121,1.4393
1.1305,1.654,1.3886
1.6355,1.9674,1.4909
1.6348,1.655,2.1088
1.523,2.0356,1.8803
2.0521,1.221,1.5774
2.1275,1.9997,1.9816
1.6949,1.9976,1.6416
1.7154,2.0274,1.6964
1.381,1.2233,1.8917
1.9515,1.4954,1.4257
1.3954,1.3858,1.5439
1.7352,2.0063,1.9155
1.7856,1.3003,1.6597
1.6242,2.0518,1.8356
1.9291,1.3684,2.0766
1.7449,2.0256,1.5133
1.9611,1.3912,1.4788
1.9216,1.858,1.8055
2.157,1.4081,1.3741
1.9588,1.2606,1.408
1.7669,1.6291,2.0064
1.8039,1.5072,1.3129
1.7996,1.7939,1.8856
2.1741,1.4582,1.4073
1.6582,1.9566,1.5883
1.9131,1.4437,1.7604
1.4606,1.2252,1.4759
1.9994,1.2317,1.948
1.3929,2.1586,1.554
1.3156,1.2766,1.2746
1.5516,1.778,2.0528
1.5692,1.4366,1.2903
1.4259,1.4127,1.5465
1.499,1.9502,1.5569
2.2488,1.9257,1.7934
1.8723,2.0453,1.3812
1.7479,1.787,2.0602
1.5131,2.0647,1.7714
2.2467,1.8509,1.5008
1.9921,1.792,2.108
1.979,1.6695,1.3941
1.4594,1.8647,2.2838
1.7588,1.7813,2.0467
2.0974,1.8512,1.8107
1.4059,2.1508,1.7728
2.095,1.9915,1.5725
2.1719,1.3492,2.267
1.405,2.2087,1.6271
1.3773,1.5657,1.7644
1.3756,1.871,1.8485
1.7741,1.9323,2.1025
2.2023,2.143,1.7352
1.6745,1.8752,2.2364
1.7671,1.3567,1.4511
1.4654,2.1717,2.2066
1.9913,2.2987,1.9893
1.8791,2.1728,1.7731
2.0745,1.7476,1.4825
1.4812,1.8523,1.3675
2.247,2.0054,1.7185
1.8144,2.0526,1.3738
1.4608,2.1399,1.8316
1.7649,2.2423,1.4955
2.2358,1.5975,2.2123
2.3286,2.1715,2.3285
1.3962,2.128,1.5709
2.3234,2.3607,2.1161
2.3039,1.4931,1.4376
1.9966,2.1025,1.9001
1.8794,2.0559,1.508
1.8376,1.5708,2.0355
1.7932,1.7511,1.5591
1.5519,1.7898,1.4617
2.2737,1.9886,1.9621
1.8928,1.6017,1.5515
2.2706,1.5838,1.779
2.1424,2.3321,1.6154
1.9603,1.7723,1.4179
2.052,1.4894,2.2313
1.6939,1.6212,2.3279
2.0201,1.9318,1.8689
2.2981,1.8245,1.7976
2.3608,2.3406,1.8001
2.3899,1.6821,1.7266
1.5089,1.6751,2.2773
2.3918,1.4617,2.4216
1.9458,1.8992,1.6634
1.5206,2.1481,2.1186
1.6097,2.162,1.8968
1.7555,1.9194,1.8722
1.6316,1.5606,2.3094
2.2015,2.1155,1.9687
2.3494,2.0971,1.6987
2.3245,1.6221,2.1851
2.1485,1.6786,1.9087
2.2784,2.1426,1.8958
1.5837,1.8127,2.4145
2.0093,1.7671,1.6337
1.5487,1.9015,1.5098
2.307,2.3469,1.9173
1.8423,1.8012,2.4435
2.3289,2.2597,2.2308
2.2283,2.0505,1.8152
1.8439,2.2845,1.6617
1.7214,2.297,2.4991
1.8531,2.4571,2.3662
1.9759,1.6292,2.1902
2.0486,2.3865,1.7894
1.9244,2.3729,2.4257
2.2784,1.8216,1.7921
1.5566,1.7631,2.3834
1.9076,2.0102,1.9521
1.7229,1.7273,1.6219
1.9115,2.4535,2.4749
1.8736,1.8586,2.3663
1.5645,1.6547,2.4784
2.2344,1.9885,2.1862
2.2248,2.0903,2.5389
2.3887,1.6048,2.1849
1.9952,2.1103,1.9879
2.1978,2.1535,1.8391
2.2304,1.8405,2.3946
1.9242,1.9869,2.4979
1.8902,2.0708,2.5262
2.2646,2.188,1.7417
1.6043,2.4163,1.7583
2.5211,2.4775,2.5288
2.2108,2.071,2.2164
1.7226,1.8382,2.1339
2.5291,1.7427,2.2372
2.0616,2.2162,2.584
2.5301,2.4555,2.41
2.5732,2.4907,2.5134
1.8875,1.7602,2.1622
2.145,2.203,1.9191
1.6219,2.4441,2.0533
1.7696,2.4225,1.8784
1.9672,2.4132,1.7583
2.3918,2.497,2.3857
1.9419,2.0232,2.2307
2.1783,2.4627,1.8426
2.008,2.2539,2.0972
2.3812,1.8379,2.4256
2.6191,2.0104,2.2201
2.0842,2.3458,2.5506
1.7147,1.6689,2.3921
1.7436,1.9263,2.4525
1.9824,2.2685,2.3732
1.9415,1.7525,2.4946
2.5692,2.0221,2.2682
2.1601,2.1564,2.2688
2.2375,1.982,1.668
1.713,2.5568,2.2245
1.9311,2.3663,2.5184
2.4502,1.7879,2.1192
2.2084,2.6654,2.0086
2.6131,2.6172,1.7585
2.2139,2.4637,2.5712
2.0922,2.3011,2.124
2.6463,2.633,2.5758
2.2844,1.7963,2.2124
2.6295,2.5651,2.1412
2.4522,2.4592,1.7053
1.805,2.3792,1.9619
1.9822,2.4163,2.4957
1.9126,2.3062,1.9054
2.1177,1.8385,2.3458
2.2075,2.2736,2.3995
2.55,2.0551,1.8059
2.4913,2.39,2.4511
2.2983,2.0538,2.6907
2.2365,2.0459,2.475
2.0195,1.9349,1.927
2.4135,2.0952,1.8984
2.3542,2.1673,2.6371
2.5056,2.1962,1.9988
2.6,1.9967,1.9215
1.7614,2.6251,2.1704
2.3533,1.7882,2.6502
1.939,2.1898,1.9308
2.6083,2.639,2.4526
2.6746,2.6577,2.5101
2.5965,1.9091,2.0214
1.7909,2.3365,2.0472
2.2822,2.2019,2.7162
2.1217,2.7313,1.9712
1.8308,2.5378,2.1413
2.0118,2.7195,2.4313
1.8254,2.0033,2.1405
2.0005,1.8329,2.4523
2.7074,2.0012,2.7473
2.5815,2.5562,2.4437
1.8157,2.7425,2.4751
2.7486,2.0052,2.028
2.7133,2.6681,2.6558
1.832,2.7329,2.5626
2.1184,1.976,1.9289
2.5082,2.4125,2.0444
1.8259,2.657,2.3515
2.0401,2.106,2.3071
2.1065,1.972,2.776
2.6368,2.5269,2.5827
2.3274,2.3917,2.0485
1.9238,2.2646,1.897
1.9504,2.2649,2.6145
2.2184,1.9321,2.517
1.9759,1.8171,2.7422
2.7638,2.7236,2.2218
1.9519,1.9809,2.0773
2.0526,2.6709,2.5648
1.8543,2.3043,2.2332
2.7211,2.1464,2.3695
2.5539,1.9597,1.9918
2.0398,2.5082,2.8054
2.1791,2.7536,2.404
2.4375,2.1836,1.9713
2.4564,2.048,2.3749
1.9124,2.4213,2.084
2.0259,2.3916,2.7093
2.0255,2.2294,2.7719
2.7112,1.9409,2.4398
2.437,2.2767,2.1984
2.0619,2.5014,2.8543
2.5382,1.9888,2.5439
1.9649,2.549,2.0443
1.8723,2.6996,2.104
2.4325,2.7258,2.6072
2.23,2.4745,2.429
2.3081,2.6793,1.9158
2.1529,2.604,2.436
2.3873,2.5827,2.8567
2.1471,2.8225,2.593
1.8926,2.0757,2.8532
2.8145,2.7936,2.7891
2.3866,2.8155,2.4723
2.1158,2.6195,2.6081
2.7824,2.2715,2.7411
2.0203,2.6022,2.5883
2.4346,2.086,2.0651
2.0756,2.8453,2.0457
2.8735,2.1355,2.2535
2.8556,2.5119,2.7232
2.4048,1.9397,1.9181
2.083,2.6965,2.1535
2.6292,2.2174,1.9502
2.6777,2.2753,2.5979
2.4034,2.0744,2.7751
2.7626,2.3726,2.6955
2.7658,2.7776,2.5052
2.5016,2.8335,2.2001
